"id","agents_id","vendors_id","terminals_id","items_id","desc","sku","cost","price","notes","upc","taxable","taxrate","group","amount_on_hand","enterdate","lastmod","name","uuid","price_currency","status","type_display","metadata","group_belong_type","image_url","print_type","is_ebt","is_manual_price","is_weighted","crv","is_active"
"88674","-1","236","-1","-1",,NULL,"0","249",,"08500229","1","9.38","0","99999","2025-02-10 00:00:00","1739212090","Sutter Home Merlot 187ml","85d05a37-bf3d-48ec-9be2-3cb701e8391a","USD","1","3",NULL,"1",NULL,"0","0","0","0","{""val"": ""0.05"", ""is_taxable"": false}","1"
