"vendors_id","uuid","serial"
"65","d1bac6fc-6d89-40e3-9f6e-44d66d60d2b8","A157FN230400026"
"65","da1ffd12-457a-425f-b296-429abd2468a4","A157FN230400026"
"65","d5773c01-ff7f-4500-ba52-0038305b4a52","A157FN230400026"
"65","5fcb7190-3827-4466-a9fc-729881a6b675","A157FN230400026"
"201","bedbd75a-87b4-4091-959d-e1101db737c7","9739241e-936c-44f7-ab58-ec413ce76105"
"201","1b909689-3a71-4660-92f4-1b0673662301","9739241e-936c-44f7-ab58-ec413ce76105"
"65","09b79157-8d85-4676-9755-26fb322507ca","A157FN230400026"
"114","aa0049e5-464d-4922-92ee-f9c918a66570","A157FN230400193"
"114","38e84a71-ad41-4231-9e8c-d4b769014775","A157FN230400193"
"114","ff8e0f3d-2add-4fdf-b2c7-023334e53c89","A157FN230400193"
"114","960fa799-5b60-465b-bfac-3e1076518c5f","A157FN230400193"
"114","2def136b-7316-455c-bc7e-0464bb3499da","A157FN230400193"
"114","4b61ef06-b0ac-4f47-92d2-b7cc6ec590e3","A157FN230400193"
"201","d522766c-adf3-4d4a-bfd5-c56244ebe43c","9739241e-936c-44f7-ab58-ec413ce76105"
"201","657ac296-1c74-442a-ae12-58c9febf5417","9739241e-936c-44f7-ab58-ec413ce76105"
"201","32af32fd-9719-4dff-82a4-a7a02484e9f9","9739241e-936c-44f7-ab58-ec413ce76105"
"201","b9077594-6358-41b5-97eb-e2b279af4a67","9739241e-936c-44f7-ab58-ec413ce76105"
"65","b84397d3-6ad0-4acc-ad1e-25df2b67f0a1","A157FN230400026"
"65","2e4f31ad-5114-494a-b522-19e8ef4f29c5","A157FN230400026"
"65","6ce815f7-6902-4f09-8acc-b2b38955376c","A157FN230400026"
"65","7b8b5efc-89be-4a0f-90c8-065061cd24ea","A157FN230400026"
"201","8bbb89df-0b32-463e-9f35-0e10bdc460f6","9739241e-936c-44f7-ab58-ec413ce76105"
"229","55580106-a09b-4249-b281-df62cfee64c3","A157FN230400183"
"201","f4b1200e-c7a2-40db-973a-97b3df172c70","9739241e-936c-44f7-ab58-ec413ce76105"
"201","75a4de83-92f1-42ed-957b-db8ded22e0e5","9739241e-936c-44f7-ab58-ec413ce76105"
"201","8bbdcd64-9ff1-4137-960c-fa7cb5a72fda","9739241e-936c-44f7-ab58-ec413ce76105"
"201","a377728e-3cdc-49c9-ba6b-50125455c502","9739241e-936c-44f7-ab58-ec413ce76105"
"201","42db488a-a0a1-4f1c-85a3-6051e54e039e","9739241e-936c-44f7-ab58-ec413ce76105"
"65","db3ccca6-eaf4-4207-9d45-d879ecdcd088","A157FN230400026"
"65","dab37fb3-061c-4f6d-815c-ad4ff77cb7b1","A157FN230400026"
"65","b4e91875-6831-4191-a066-a2042abdfbaa","A157FN230400026"
"65","51fd545a-f3ad-478f-9c88-3de5daaf3109","A157FN230400026"
"201","d9bd35d8-4134-48ec-a1f2-98c5bc439195","9739241e-936c-44f7-ab58-ec413ce76105"
"201","ab700e41-e750-434a-84b8-0188b712b374","9739241e-936c-44f7-ab58-ec413ce76105"
"65","8c3886cf-dae1-4961-90dd-35fcf06cb5da","A157FN230400026"
"65","bbfe745d-f4d2-463b-b0e5-7f8fa4137dfb","A157FN230400026"
"201","6fead4e2-8d2c-4337-8f25-469fcdefb961","9739241e-936c-44f7-ab58-ec413ce76105"
"201","6b50e286-72fa-4b8d-80e7-8851b251e0e4","9739241e-936c-44f7-ab58-ec413ce76105"
"201","98117b9a-4b75-4289-9f68-ef75b5997c53","9739241e-936c-44f7-ab58-ec413ce76105"
"65","daf8b0a1-79a2-4642-892e-87459e805b33","A157FN230400026"
"65","2ea8d719-9e20-4e98-b4fe-46efec5e7d7c","A157FN230400026"
"65","4c6e5f21-e70f-4693-bbc2-519d69c0af2a","A157FN230400026"
"65","4ba401c8-704f-4a66-9b03-57338417f41d","A157FN230400026"
"65","2698f547-2753-4d59-84f2-489abd242e33","A157FN230400026"
"114","2ffef3ec-d7ea-4dd1-9e30-3f04700ba988","A157FN230400193"
"114","6a240dc3-7a5b-4207-8c77-29f1e70394d8","A157FN230400193"
"114","4f541099-b52d-40be-87cc-712ea6e067c6","A157FN230400193"
"114","3f4f30fa-cd5b-46fc-86e3-e3b2f44b3d7a","A157FN230400193"
"114","1e9680a9-6d27-4abc-ad07-e39a80bfc9fb","A157FN230400193"
"114","649d08ac-abed-4ed3-9873-6ccb2a3b4db2","A157FN230400193"
"114","186e2cfb-0cdc-4e19-a8a6-d92166113738","A157FN230400193"
"114","21102644-cf39-4bc7-9970-4fcd0da1c11c","A157FN230400193"
"114","5fd956d2-db02-439b-ad90-7e49eefe7935","A157FN230400193"
"114","95019389-e65c-47fb-ae1a-b7f52c69fb71","A157FN230400193"
"114","933f123c-0ad3-4903-b0dc-856c00455dc6","A157FN230400193"
"114","20df91a8-9910-4c54-9f83-685122739154","A157FN230400193"
"114","5c0ec4de-7e15-4206-ab07-d8ac3c43c46e","A157FN230400193"
"114","25fd350a-c62f-429e-9ed3-ec1a32e07cd7","A157FN230400193"
"201","7714bff0-8a72-48a3-8331-c00aa92fbdae","9739241e-936c-44f7-ab58-ec413ce76105"
"65","82f34ba1-4f7a-452f-8dc6-3a705a41ff0f","A157FN230400026"
"65","47600b14-148f-44ef-8f78-f596594ea306","A157FN230400026"
"65","cdc7fb19-82e2-487f-ab4f-2f3d883ccdd8","A157FN230400026"
"201","e827b6bb-f848-43bf-b9e5-07df98466ac2","9739241e-936c-44f7-ab58-ec413ce76105"
"201","2267943f-6af7-45b9-b31e-b1c599e64d5b","9739241e-936c-44f7-ab58-ec413ce76105"
"201","3a64abaf-03ab-40c0-ab46-2f6f2370a92d","9739241e-936c-44f7-ab58-ec413ce76105"
"201","3d31a5f6-c859-439a-8b74-dada07845787","9739241e-936c-44f7-ab58-ec413ce76105"
"65","a8d00d7e-aa98-4c79-b2e9-f7dd57e74049","A157FN230400026"
"201","3cca4735-4eac-461b-aeab-fa1e4924d076","9739241e-936c-44f7-ab58-ec413ce76105"
"201","241e1afc-3250-4150-99c4-34d6aee3644e","9739241e-936c-44f7-ab58-ec413ce76105"
"114","7c5ecc5d-dd5c-4a64-be4b-d40fe161bc02","A157FN230400193"
"65","3384a2eb-2a15-494e-a2aa-a47c8605f182","A157FN230400026"
"201","0f8cb19d-9f4c-418d-b471-d7f636a4c8c8","9739241e-936c-44f7-ab58-ec413ce76105"
"201","24b84504-22d3-4ae5-a63e-e62b311d643c","9739241e-936c-44f7-ab58-ec413ce76105"
"201","c2d4399e-e701-4d81-b63e-0b18c9335299","9739241e-936c-44f7-ab58-ec413ce76105"
"201","4db75871-107e-4f4c-b402-0fc1dc923f3e","9739241e-936c-44f7-ab58-ec413ce76105"
"201","353fcb86-dd85-4adf-a78f-8c608904bcf1","9739241e-936c-44f7-ab58-ec413ce76105"
"201","8f83417c-3d33-4c6d-8c28-dc239e82c6a5","9739241e-936c-44f7-ab58-ec413ce76105"
"201","414cb696-883e-4037-a244-21e721dc8261","9739241e-936c-44f7-ab58-ec413ce76105"
"229","65cff85d-a023-42f7-84b7-46fb76cbbb3e","A157FN230400183"
"229","8a2e6b76-aed4-4376-8061-90e19a7c3a9b","A157FN230400183"
"229","2ee63250-9afd-4a08-a5a0-4cdc7ae7bbbb","A157FN230400183"
"229","8cc4beab-9c38-48b0-a5b9-6a2f4012088d","A157FN230400183"
"229","2ca37af3-dd82-46fd-a515-854e17a90828","A157FN230400183"
"201","ab763d7a-446d-498e-85dd-2f807675b876","9739241e-936c-44f7-ab58-ec413ce76105"
"201","34ec59e6-34b4-47e9-8400-f99505da19b1","9739241e-936c-44f7-ab58-ec413ce76105"
"201","d41c2ba0-b765-4154-8f2c-d2b76b5bf917","9739241e-936c-44f7-ab58-ec413ce76105"
"201","cd5b22e4-195c-4ff1-a723-2b2cf569ac8c","9739241e-936c-44f7-ab58-ec413ce76105"
"229","f282648b-2a76-4970-962d-cd4a1f8646e3","A157FN230400183"
"201","d08527ee-2b3d-4b0d-8a22-59d6cac1bc7b","9739241e-936c-44f7-ab58-ec413ce76105"
"201","0bafe7d0-a3b9-4321-8e04-7b9598a010e8","9739241e-936c-44f7-ab58-ec413ce76105"
"201","557cccf1-8570-4a54-ad3d-a550688b9c98","9739241e-936c-44f7-ab58-ec413ce76105"
"65","5d3488e4-6ad7-4b0d-ab08-90c71bcec82a","A157FN230400026"
"201","e9e972db-ab8b-4e4c-bec0-240efd62388f","9739241e-936c-44f7-ab58-ec413ce76105"
"201","8004b115-b6cd-48e8-b880-f820e7182fc2","9739241e-936c-44f7-ab58-ec413ce76105"
"201","e7898a06-6fe5-4320-8e62-977467e1154b","9739241e-936c-44f7-ab58-ec413ce76105"
"201","69f409a0-d31d-45f1-8ff1-1275136fb8d2","9739241e-936c-44f7-ab58-ec413ce76105"
"201","bc58ea7c-9251-4b9a-b1a7-ebb4927db663","9739241e-936c-44f7-ab58-ec413ce76105"
"201","37b16f53-6035-46a4-8325-043864edf33a","9739241e-936c-44f7-ab58-ec413ce76105"
"201","c38015b0-5c56-4224-aa19-e4fd32409662","9739241e-936c-44f7-ab58-ec413ce76105"
"201","417380dc-1b89-4677-ae87-20dfb350e3fa","9739241e-936c-44f7-ab58-ec413ce76105"
"229","b78aade7-773b-4d1e-9dbb-b90a4797ff0d","A157FN230400183"
"201","52ed89d8-f7c2-4861-9086-d9010d161783","9739241e-936c-44f7-ab58-ec413ce76105"
"201","d861404f-3d33-4c38-a069-5eb96716d28c","9739241e-936c-44f7-ab58-ec413ce76105"
"229","0b699e38-55e8-4748-853a-9f583937e862","A157FN230400183"
"229","9b7ad90a-8186-4a50-be2b-66e017f035b8","A157FN230400183"
"201","99984a5f-7ccd-4b84-842c-41faf952feab","9739241e-936c-44f7-ab58-ec413ce76105"
"201","a0cadfc9-1091-41b4-bdc0-c0a39a668a78","9739241e-936c-44f7-ab58-ec413ce76105"
"201","78f37b7d-3125-4db0-a400-6ce315eb936b","9739241e-936c-44f7-ab58-ec413ce76105"
"201","0c436d3b-50cc-4131-8cb3-3a2c836018a2","9739241e-936c-44f7-ab58-ec413ce76105"
"201","cee9feb3-ebd8-4c36-ab63-06cfc4c82542","9739241e-936c-44f7-ab58-ec413ce76105"
"201","3187d231-ad63-4028-bdd8-e4eb87d1fe88","9739241e-936c-44f7-ab58-ec413ce76105"
"201","b807681e-fc4b-4c1d-97a0-eeece9c19c04","9739241e-936c-44f7-ab58-ec413ce76105"
"201","35a31400-3104-4d25-9b8d-435847988324","9739241e-936c-44f7-ab58-ec413ce76105"
"201","86633ef2-8f71-40ae-bb87-d4d9497edaa3","9739241e-936c-44f7-ab58-ec413ce76105"
"201","45cba096-f68b-4755-b756-f343ee8535a3","9739241e-936c-44f7-ab58-ec413ce76105"
"201","a6f7d91c-14f3-4b87-a764-3ec4abccacbc","9739241e-936c-44f7-ab58-ec413ce76105"
"229","cd371db0-a1a6-4adb-aa6e-a9d8f2da30f0","A157FN230400183"
"65","272cb59e-dd75-491d-bc0e-8e6c8914a6ac","A157FN230400026"
"65","9f5c6c0d-7a2b-46c4-b296-a75eadd5c746","A157FN230400026"
"65","c596a5e4-78ce-4421-8d88-18abeb90b15f","A157FN230400026"
"229","d9e1c522-9d5e-47e1-b41a-e6432120e7b5","A157FN230400183"
"229","ceaa82ec-9491-4d3a-b0ce-8072b128af79","A157FN230400183"
"229","c99fd792-b60d-4f71-bf60-ea4a514f82ca","A157FN230400183"
"229","372c6e07-17a1-483b-a187-6b06589fe9de","A157FN230400183"
"229","8f9a4fef-826b-41f0-bf72-6e17ad41b883","A157FN230400183"
"201","3bbcac38-4aa5-4bf2-af38-20913d93c14e","9739241e-936c-44f7-ab58-ec413ce76105"
"201","f3c629e5-41f0-4301-aae9-e7d369b2ef01","9739241e-936c-44f7-ab58-ec413ce76105"
"201","5675592e-dea8-4d31-82fa-10c4ee94788c","9739241e-936c-44f7-ab58-ec413ce76105"
"201","f0a2b073-36e0-43a7-b542-77a2e93daaee","9739241e-936c-44f7-ab58-ec413ce76105"
"65","7f70ba5d-acf6-4caa-8bee-a752d2f4197d","A157FN230400026"
"65","000cd3cd-026f-4653-8ae2-0271144ac0cc","A157FN230400026"
"65","b4361bcd-80c6-4b84-a6a6-f001f323c018","A157FN230400026"
"201","bca7d21b-0a4d-4626-8cf6-65ee28a12499","9739241e-936c-44f7-ab58-ec413ce76105"
"201","589e21ef-05c3-4c3b-a334-88596426b3da","9739241e-936c-44f7-ab58-ec413ce76105"
